,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed: 64
135592,Cote d'Ivoire,CIV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.065442627283,,,,,,,,,,,,,,,,,,,,,,,,,
137033,Croatia,HRV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138474,Cuba,CUB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139915,Curacao,CUW,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141356,Cyprus,CYP,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61874583787892,96.38423370206779,95.8339898010768,100.330442275555,91.6683134055663,,,,,,,,,,,,,,,,,,,,,,,,,,
142797,Czech Republic,CZE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9393744992717,14.183978964932198,,,,,,,,,,,,,,,,,,,,,,,,,,
144238,Denmark,DNK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.13537155495111,66.6274703025094,78.23914945928792,75.2615702831118,,,,,,,,,,,,,,,,,,,,,,,,,,
145679,Djibouti,DJI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147120,Dominica,DMA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148561,Dominican Republic,DOM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9601830753133,17.5702324990029,,16.4168038368014,,,,,,,,,,,,,,,,,,,,,
150002,Ecuador,ECU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151443,"Egypt, Arab Rep.",EGY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7885338345865,,,,,,,,,,,,,
152884,El Salvador,SLV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.652933888038397,28.1906634561591,27.376408936306,35.370552538118,62.446945384262,57.9112234090821,56.5005963032977,56.215806320443,50.512233636858795,48.48236991290529,48.426937619566296,58.1469205675387,57.4940372940156,54.5619791967068,,62.399163294074796,50.8390120114637,51.2789283475126,52.1463391829925,,,,
154325,Equatorial Guinea,GNQ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155766,Eritrea,ERI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157207,Estonia,EST,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158648,Eswatini,SWZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160089,Ethiopia,ETH,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3529569208809,50.8858787649859,44.38117356670361,73.2874344892619,92.5041549448277,82.62967635651479,72.15000936260941,69.42168705984821,77.96167910997191,85.5546979166054,,,,,,,,,,,,,,10.733283781495,,,,,,,
161530,Faroe Islands,FRO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162971,Fiji,FJI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8418217433888,33.6867480345741,36.55284552845529,36.6378536147283,,,,,,,,,,,,,,,,,,,,,,,,,,
164412,Finland,FIN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.475619549193,17.0154334973518,34.1069451021769,51.6247530191364,58.2474104044739,,,,,,,,,,,,,,,,,,,,,,,,,,
165853,France,FRA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167294,French Polynesia,PYF,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168735,Gabon,GAB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170176,"Gambia, The",GMB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171617,Georgia,GEO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4060023271642,56.904482188725794,71.93712844214721,69.9376148003508,66.6691639196883,64.9584227467811,53.8060041335342,43.8362020703765,35.076457073032195,27.958143278776497,22.6870976473773,27.017703893598398,34.6113643945291,34.9813945815156,31.0141412238458,31.2642090842647,31.8497534361557,33.135094669404104,38.6309120377192,42.1439334747182,,,,
173058,Germany,DEU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9305896021553,21.9525351967505,24.087547316545802,26.3607818923312,28.0622963298725,35.2768115865534,36.5401603923105,37.1433874583919,37.1045890313001,19.176797090100802,,,,,,,,,,,,,,,,,,,,,
174499,Ghana,GHA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175940,Gibraltar,GIB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177381,Greece,GRC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178822,Greenland,GRL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180263,Grenada,GRD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181704,Guam,GUM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183145,Guatemala,GTM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.480685142372398,17.7517913078306,15.831219313415199,13.6225081203374,13.1619490409219,11.404999017517,11.2418328744629,11.3452176738095,11.280167844337099,13.4701885924417,16.9838230125754,19.9465029708468,18.3935998236588,20.711040902504397,21.785946248271603,21.2624787691045,21.8766766186978,21.635573385241297,20.0539449933996,23.0172340649543,24.419786937733498,24.1625898129509,24.311273589870602,24.809870032528,23.297072708201398,22.9881410888278,22.115072091399004,,,,
184586,Guinea,GIN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186027,Guinea-Bissau,GNB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187468,Guyana,GUY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188909,Haiti,HTI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190350,Honduras,HND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191791,"Hong Kong SAR, China",HKG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193232,Hungary,HUN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.22759326432991,75.4756911847562,86.1135084833376,83.31873999990059,85.99233476735901,74.8238105500958,67.06212873080271,63.8329711386333,66.3856366282032,60.8047611942673,59.01704039951421,58.713655995497,59.3667252174697,62.711018696420496,64.9063240885857,67.9689618884848,68.6480786295858,71.9873543967243,80.2299576419677,80.84554643343371,89.97023910440831,93.64048997623051,93.9644692511903,97.86225131986679,95.7292531617753,96.18644848056749,,,,
194673,Iceland,ISL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8694677729495,31.268162939994603,37.5923714463574,42.997124404029506,44.038307879204595,46.275099830865294,45.6244888057908,68.36352013645579,63.2480936118709,59.226509415006596,58.4005066662033,60.501039544053604,56.4432230894864,54.51751019152571,48.246749898524,38.1799107801555,42.9037388389235,40.7822909441853,77.93890814697829,96.9238517035801,102.42015377450001,109.35016121934,108.46552453756,,,,73.18119788385471,,,,
196114,India,IND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7832537948949,50.0100803583574,49.680901359463704,51.759808288674705,49.5942827032795,47.4916413020425,45.723307702807894,50.3654361263116,50.319218173230496,51.35295143841479,55.00424649568421,59.017909796884496,62.5527712950592,62.1900538962691,62.5929767433885,62.226526100516395,59.6667302759413,57.49753638936421,57.292214280994905,55.2564461120573,51.5919103004572,51.556540153984606,50.6780305618952,50.3118273627008,,,,,,,
197555,Indonesia,IDN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7414523316285,40.275629566384204,42.7093574260874,37.4975968521644,36.570590160580394,30.8043248823304,23.92314220907,72.4853185253111,55.204087664863394,45.2079671076106,,,32.224126530998895,29.7173962466428,,,,,34.2250282105616,29.997306381567,26.1661592780012,24.8651446692594,25.0344008432508,27.781927217866397,27.4216121994064,30.309126137803997,31.366190714778,,,,
198996,"Iran, Islamic Rep.",IRN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200437,Iraq,IRQ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7368722825666,28.081055654641,,,,
201878,Ireland,IRL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.087518904191896,49.2257645149106,38.9027901825165,35.0545051925523,33.7578377693978,32.429390517199394,30.913879625486103,30.788487633198,27.0425378520392,26.973350497556602,46.8074999512846,66.6970216539395,82.60245749760419,112.471687736705,130.084312026127,131.578730220002,121.293079734391,88.52184849969191,84.8295535010247,,,,
203319,Isle of Man,IMN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204760,Israel,ISR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.847728191103,123.723563882235,119.935326409098,117.563677017182,108.77300100704299,104.342611044819,102.743940417287,97.2962201558703,98.2074006648329,91.4867866069576,,,,,,,,,,,,,,,,,,,,,
206201,Italy,ITA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.423088166247,77.4636589850747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207642,Jamaica,JAM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.741327638319,232.832210578933,123.60695133921499,112.19717510794099,94.66074289230221,83.8611841763718,72.25219523570091,73.70000907871241,81.67055970009841,88.96364364722089,98.3341557109605,117.535033564029,127.77746703360901,127.433255587593,122.00806859591299,121.00247616653999,117.69881147875401,112.989990199089,120.339824591656,134.678769793404,136.224334891016,133.978459775192,137.934669887058,135.900468178003,132.42737454807698,124.659191868551,122.6662661827,,,,
209083,Japan,JPN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8940705476198,38.8540514210139,39.6306840562215,42.8988210970924,56.0436832565129,61.735523177919,66.4992604699558,74.1426679210136,81.5738479937273,91.9963136854332,100.460883301121,104.441334212866,113.60220486516899,124.032485792123,129.87417206593798,130.462680450451,130.828972913551,134.218175238796,140.413434816734,158.874629469603,162.29640660340598,177.96094288153301,186.02541795533,188.88147596981997,194.42805268196997,197.284422677265,196.416942668695,,,,
210524,Jordan,JOR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.799599970243,129.999661933739,150.344513301624,123.847114486456,114.78710576503201,103.609190834266,104.77173424147,98.995475512676,99.7718227460025,98.52776526167749,92.41670242375521,89.57062915605779,83.8976900276662,87.6875811714887,87.7934798772327,78.84612409867259,71.6209163006176,68.9914742243235,55.9996964340487,60.1626651521283,60.524812234791,60.9992438727202,65.8995350967183,74.5669199530639,78.822879004163,,75.3868896615264,,,,
211965,Kazakhstan,KAZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.522963251340778,8.80131007226425,10.4981138465889,10.8406391538642,12.646969626691801,19.307916061599,16.7692758640144,,,,
213406,Kenya,KEN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214847,Kiribati,KIR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216288,"Korea, Dem. People’s Rep.",PRK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217729,"Korea, Rep.",KOR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54985906289088,10.3973924677617,10.150131336559,9.35197019289285,8.32281121211012,7.352531467468481,7.001484804448099,8.870605684465891,,,,,,,,,,,,,,,33.883170338494104,36.6739436147754,38.387801712137204,39.743710676776296,40.3607233268095,,,,
219170,Kosovo,XKX,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220611,Kuwait,KWT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222052,Kyrgyz Republic,KGZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.889327017624396,72.4565575830671,60.473510868068296,,,,
223493,Lao PDR,LAO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224934,Latvia,LVA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.021520381590769,,,,,,,,,,,,,,,,,,,,,,,,,,
226375,Lebanon,LBN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9088659793814,106.957053807029,128.64126911489902,,,,,,,,,,,,,,,,,,,,,
227816,Lesotho,LSO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229257,Liberia,LBR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7306088407006,20.8452774715178,,,,,,,,
230698,Libya,LBY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232139,Liechtenstein,LIE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233580,Lithuania,LTU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235021,Luxembourg,LUX,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43434946546257,1.8899537623146698,2.5328731918168397,2.8025543413256497,,,,,,,,,,,,,,,,,,,,,,,,,,,
236462,"Macao SAR, China",MAC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237903,Madagascar,MDG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239344,Malawi,MWI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2734146419207,28.0301095494911,27.425734650833302,41.4204771686525,36.2569334751656,40.632815054512704,39.5422371324465,55.1578705122511,48.659564238322,,,
240785,Malaysia,MYS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5366179323318,73.31932151209259,64.37729788561339,55.6918359524722,47.619729767063504,41.0697028403447,,,,,,,43.047339208221,45.0766412986635,45.6966383151073,42.0675597614326,40.5883961366256,40.0881257702829,39.79970283746071,50.835745598345795,49.5598230655171,50.028681642542296,51.646431616099605,52.9992519246741,52.6758487332831,53.5744782448738,51.8905148283825,,,,
242226,Maldives,MDV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7823377634974,35.5734695506425,41.615463814806205,45.551561128881595,44.21170024486629,47.35205809075621,43.0352763629504,39.670387725630995,40.9867359654762,40.126298421858,40.864409985226494,31.2308703408131,33.5908378331301,30.3523770936084,27.2730426643921,33.9271150397616,29.540884307130604,29.1842777540108,30.3431523048305,46.1935516743923,54.885418147163804,57.2981206101706,,,,,,,,,
243667,Mali,MLI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245108,Malta,MLT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.911699356094,52.9265857269406,56.8779064413714,66.640517062744,69.8052683972446,,,,,,,,,,,,,,,,,,,,,,,,,,
246549,Marshall Islands,MHL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.500429683979796,64.8218011683268,64.9282951221813,52.6778940883521,48.606517683136204,42.061323101806295,49.8745570267936,47.254550389058295,48.8868741473805,,,,
247990,Mauritania,MRT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249431,Mauritius,MUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.650354969573996,39.9249411464254,31.956009049651605,30.2257647898028,31.1625445386685,32.8686059430308,35.750676350312794,35.823559177420705,33.5950566069207,31.410472242304802,32.1174433121121,30.195287800622697,39.817493816673604,44.7373479847505,39.0633699371909,41.6926948302421,38.02889576883379,34.6934497337497,33.6988749498688,36.5564718463374,36.787376159658606,35.5204190571818,36.5088808021811,,,,,,,,
250872,Mexico,MEX,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6268573934833,38.2182364854974,28.1470540238128,20.3751277473288,28.1564317988895,32.458381375025304,25.166017817526,20.649135897282502,22.2436286767288,20.485055142091,19.069486818098103,,,,,,,,,,,,,,,,,,,,
252313,"Micronesia, Fed. Sts.",FSM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6089749621827,25.4416247362887,24.154879548187598,25.2019651729523,27.1151757870053,26.3230282535867,23.3897380060743,29.9431402956919,25.3917802774832,,,,
253754,Moldova,MDA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6286611371025,40.1231820920436,48.0869353115827,82.8327822731422,77.8984533931353,73.0188685605433,60.774643255704795,59.559250639013605,52.533762989246505,51.9542957042957,32.4251035801551,29.179291236537498,23.239565787011,18.4425161310829,27.6322264363496,21.9325611068317,19.7666740543271,20.3471393261885,19.9179522753867,20.8265355816666,21.2695199753568,31.8856692606523,,,,
255195,Monaco,MCO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256636,Mongolia,MNG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.621673383358,41.4415301033198,51.434529837839,37.0712826765271,49.479632030573704,54.627578692247496,71.5753340452053,83.9144976966664,78.41832770873,69.0997980938579,,95.7255313439215,,,50.4944776193297,43.514012387458706,,59.507115138108,,,,,,,,,,,
258077,Montenegro,MNE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259518,Morocco,MAR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1967599759139,62.0674162757784,70.9378689831812,74.12313156115,69.82591552205879,68.3949152787535,,64.4624151446094,61.1859346067606,61.61713382400121,,,54.030338545413294,,,59.2699927731566,54.80562992585,50.9355551094158,45.4427659043265,47.5036306769826,50.962499235302495,55.627720323823205,,,,,,,,,
260959,Mozambique,MOZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262400,Myanmar,MMR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263841,Namibia,NAM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9935714485796,15.8082771032135,16.9449717307022,23.105693563120898,20.6628679154414,23.2558678839255,23.0757673265434,,,,,,
265282,Nauru,NRU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266723,Nepal,NPL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.620580954591205,64.911430440788,61.6569229882709,63.6815382338544,66.5412100044161,66.1836432074826,65.19788038390921,59.8824296913156,66.35144343432671,64.0681097896128,64.5733198414706,58.9891415877141,63.93546098210221,62.588195379811495,59.4156672858263,51.7646230480547,49.6869680346867,42.978661137880295,43.799987249558,,33.8625212320188,,,,,,,,,,
